Timestamp,Nationality,Age,Marital Status,Number of dependents,What percentage of your income goes to expenses related to your dependents?,Gender,Type of Employment,Are you in the Public or Private Sector?,Highest Educational Level,Which Region of Ghana Are You Based in?,What Industry do you work in?,What is the range of your take-home monthly income including all allowances and side endeavours?,Is your income mainly from a company/business based in Ghana or abroad?,Working arrangement.,How many months' worth of expenses do you have saved up?,Including your retirement benefits but excluding any physical assets? How much do you have saved up?,Do you own a home?,Do you own a car?
08/06/2023 11:56:18,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
08/06/2023 11:56:43,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",Yes,Yes
08/06/2023 11:57:29,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 11:57:54,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Oti,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 11:58:53,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Sanitation & Public Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 12:01:19,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
08/06/2023 12:01:31,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Informally Employed,Private Sector,Graduate,Central,Non-Profit Organizations & Civil Society,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:02:40,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:02:45,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Sanitation & Public Health,"GH¢15,000 - GH¢19,999",Abroad,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",No,No
08/06/2023 12:03:31,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Post-Graduate,Central,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,Yes
08/06/2023 12:04:44,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Central,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:04:48,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:08:10,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes
08/06/2023 12:08:43,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",Yes,Yes
08/06/2023 12:09:47,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:11:44,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Northern,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",Yes,Yes
08/06/2023 12:11:54,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Post-Graduate,Central,Education,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:11:59,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:14:10,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Gaming Industry ,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:18:21,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Post-Graduate,Northern,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,000 or less",No,No
08/06/2023 12:18:46,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 12:19:48,Ghanaian,26 - 35,Married,4-7,31% - 40%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,More than 12 months,"GH¢500,000 - GH¢999,999",Yes,Yes
08/06/2023 12:20:25,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Northern,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
08/06/2023 12:22:44,Ghanaian,25 and below,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:24:18,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Unemployed,,Graduate,Greater Accra,N/A,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:25:01,Ghanaian,26 - 35,Unmarried (never before married),None,,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 12:25:57,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢20,000 - GH¢29,999",Abroad,Remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,No
08/06/2023 12:26:14,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:26:31,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢30,000 - GH¢49,999",Abroad,Remote working,More than 12 months,"GH¢200,000 - GH¢499,999",No,Yes
08/06/2023 12:27:40,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No
08/06/2023 12:28:27,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
08/06/2023 12:29:16,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:29:27,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:29:53,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 12:29:57,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Sanitation & Public Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:30:25,Ghanaian,26 - 35,Unmarried (never before married),1-3,,Male,Formally Employed,Private Sector,Post-Graduate,Central,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:30:54,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes
08/06/2023 12:32:45,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Informally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 12:32:47,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 12:33:28,Ghanaian,26 - 35,Unmarried (never before married),None,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 12:33:49,Ghanaian,26 - 35,Unmarried (never before married),1-3,41% - 50%,Male,Formally Employed,Public Sector,Post-Graduate,Central,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:34:39,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Public Sector,Professional Certification Only,Eastern Region,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:34:40,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢7,500 - GH¢9,999",Abroad,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:34:47,Ghanaian,26 - 35,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Upper West,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:35:20,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Abroad,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:38:29,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢1,001 - GH¢2,499",Abroad,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:39:43,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No
08/06/2023 12:41:29,Ghanaian,26 - 35,Unmarried (never before married),None,31% - 40%,Female,Unemployed,Private Sector,Senior High School and Below,Greater Accra,Creative Arts & Entertainment,"GH¢1,000 and below",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:42:20,Ghanaian,26 - 35,Unmarried (never before married),1-3,More than 50%,Male,Informally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Abroad,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:42:32,Ghanaian,26 - 35,Unmarried (never before married),None,More than 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No
08/06/2023 12:42:43,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes
08/06/2023 12:43:00,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 12:43:13,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 12:43:54,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes
08/06/2023 12:45:34,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:45:48,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Legal Services,"GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢30,000 - GH¢49,999",No,Yes
08/06/2023 12:46:02,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢10,000 - GH¢14,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:46:40,Ghanaian,25 and below,Unmarried (never before married),None,,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes
08/06/2023 12:47:40,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢7,500 - GH¢9,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No
08/06/2023 12:48:07,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:48:24,Ghanaian,25 and below,Unmarried (never before married),1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,000 and below",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No
08/06/2023 12:49:13,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes
08/06/2023 12:49:24,Ghanaian,26 - 35,Married,1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",No,Yes
08/06/2023 12:51:42,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Post-Graduate,Eastern Region,Government & Politics,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes
08/06/2023 12:53:29,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Western,Marine,"GH¢30,000 - GH¢49,999",Abroad,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,No
08/06/2023 12:53:47,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,More than 12 months,"GH¢10,001 - GH¢29,999",No,Yes
08/06/2023 12:55:28,Ghanaian,26 - 35,Married,1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Education,"GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",Yes,Yes
