timestamp,nationality,age,marital_status,number_of_dependents,what_percentage_of_your_income_goes_to_expenses_related_to_your_dependents,gender,type_of_employment,are_you_in_the_public_or_private_sector,highest_educational_level,which_region_of_ghana_are_you_based_in,what_industry_do_you_work_in,monthly_income,is_your_income_mainly_from_a_company_business_based_in_ghana_or_abroad,working_arrangement,months_spending_saved,amount_saved,do_you_own_a_home,do_you_own_a_car,survey,how_long_have_you_been_working_for,which_currency_do_you_primarily_earn_in,monthly_income_group,amount_saved_group
2023-06-08T11:43:18Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Transport, Logistics & Supply Chain Management","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢30,000 - GH¢49,999"
2023-06-08T11:43:47Z,Ghanaian,26 - 35,Married,1-3,5% or less,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-08T11:43:47Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T11:44:40Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Aviation,"GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2023-06-08T11:47:29Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Abroad,Remote working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-08T11:47:56Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Graduate,Ahafo,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T11:48:12Z,Ghanaian,26 - 35,"Unmarried (divorced, widowed or separated)",1-3,More than 50%,Male,Self-Employed,Private Sector,Post-Graduate,Greater Accra,"Repairs - Automotive, Appliances & Others","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T11:48:19Z,Ghanaian,26 - 35,Married,None,NA,Non-binary,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,Remote working,Zero months,"GH¢10,000 or less",Yes,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T11:48:59Z,Ghanaian,26 - 35,Married,1-3,41% - 50%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,4 - 7 months,"GH¢50,000 - GH¢99,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-08T11:49:43Z,Ghanaian,26 - 35,Married,None,5% or less,Female,Formally Employed,Private Sector,Professional Certification Only,Greater Accra,Fintech,"GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-08T11:49:47Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:49:47Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Public Sector,Post-Graduate,Eastern Region,Legal Services,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:49:54Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,21% - 30%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Waste management,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:50:40Z,Ghanaian,36 - 45,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Ashanti,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:51:04Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Private Sector,Graduate,Bono,"Mining, Oil & Gas, Energy","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000,000 and above",No,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-08T11:51:12Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T11:53:40Z,Ghanaian,26 - 35,Married,None,5% or less,Male,Formally Employed,Public Sector,Graduate,Volta,Education,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:54:13Z,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-08T11:54:15Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-08T11:54:18Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Aviation,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:55:31Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Informally Employed,Public Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:55:55Z,Ghanaian,26 - 35,Married,1-3,More than 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢100,000 - GH¢199,999"
2023-06-08T11:56:18Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T11:56:43Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T11:57:29Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T11:57:54Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Oti,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T11:58:53Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Self-Employed,Private Sector,Graduate,Greater Accra,Sanitation & Public Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T12:01:19Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Greater Accra,Technology & Telecommunication,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,1 - 3 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-08T12:01:31Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Informally Employed,Private Sector,Graduate,Central,Non-Profit Organizations & Civil Society,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:02:40Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,8 - 12 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:02:45Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Sanitation & Public Health,"GH¢15,000 - GH¢19,999",Abroad,On-site working,More than 12 months,"GH¢200,000 - GH¢499,999",No,No,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢200,000 and above"
2023-06-08T12:03:31Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Public Sector,Post-Graduate,Central,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢30,000 - GH¢49,999"
2023-06-08T12:04:44Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,5% or less,Male,Formally Employed,Public Sector,Post-Graduate,Central,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:04:48Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:08:10Z,Ghanaian,26 - 35,Married,1-3,41% - 50%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢10,000 - GH¢14,999",Ghana-Based,On-site working,1 - 3 months,"GH¢100,000 - GH¢199,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢100,000 - GH¢199,999"
2023-06-08T12:08:43Z,Ghanaian,26 - 35,Married,1-3,21% - 30%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,4 - 7 months,"GH¢10,001 - GH¢29,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,001 - GH¢29,999"
2023-06-08T12:09:47Z,Ghanaian,26 - 35,Unmarried (never before married),None,11% - 20%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:11:44Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Northern,"Hospitality - Hotels, Travel, Restaurants & Others","GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",Yes,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-08T12:11:54Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Female,Formally Employed,Public Sector,Post-Graduate,Central,Education,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T12:11:59Z,Ghanaian,25 and below,Unmarried (never before married),1-3,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Journalism,"GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:14:10Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Greater Accra,Gaming Industry,"GH¢1,001 - GH¢2,499",Ghana-Based,Hybrid of on-site & remote working,Zero months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:18:21Z,Ghanaian,26 - 35,Married,4-7,More than 50%,Male,Formally Employed,Public Sector,Post-Graduate,Northern,Health,"GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:18:46Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢5,000 - GH¢7,499",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T12:19:48Z,Ghanaian,26 - 35,Married,4-7,31% - 40%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢20,000 - GH¢29,999",Ghana-Based,On-site working,More than 12 months,"GH¢500,000 - GH¢999,999",Yes,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-08T12:20:25Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Public Sector,Graduate,Northern,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:22:44Z,Ghanaian,25 and below,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Technology & Telecommunication,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:24:18Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Unemployed,NA,Graduate,Greater Accra,N/A,"GH¢1,000 and below",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:25:01Z,Ghanaian,26 - 35,Unmarried (never before married),None,NA,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,1 - 3 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
2023-06-08T12:25:57Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Female,Formally Employed,Private Sector,Graduate,Greater Accra,Non-Profit Organizations & Civil Society,"GH¢20,000 - GH¢29,999",Abroad,Remote working,8 - 12 months,"GH¢100,000 - GH¢199,999",No,No,GESS 1,NA,NA,"GH¢20,000 and above","GH¢100,000 - GH¢199,999"
2023-06-08T12:26:14Z,Ghanaian,25 and below,Unmarried (never before married),1-3,6-10%,Male,Formally Employed,Private Sector,Graduate,Western,"Mining, Oil & Gas, Energy","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:26:31Z,Ghanaian,26 - 35,Married,1-3,6-10%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Education,"GH¢30,000 - GH¢49,999",Abroad,Remote working,More than 12 months,"GH¢200,000 - GH¢499,999",No,Yes,GESS 1,NA,NA,"GH¢20,000 and above","GH¢200,000 and above"
2023-06-08T12:27:40Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Female,Informally Employed,Private Sector,Graduate,Greater Accra,Trade in Goods,"GH¢1,000 and below",Ghana-Based,On-site working,4 - 7 months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:28:27Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Health,"GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T12:29:16Z,Ghanaian,25 and below,Unmarried (never before married),1-3,11% - 20%,Female,Formally Employed,Public Sector,Graduate,Greater Accra,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:29:27Z,Ghanaian,25 and below,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Communications, Advertising, Branding, PR & Marketing","GH¢1,001 - GH¢2,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:29:53Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Greater Accra,Legal Services,"GH¢15,000 - GH¢19,999",Ghana-Based,Hybrid of on-site & remote working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,000 or less"
2023-06-08T12:29:57Z,Ghanaian,26 - 35,Unmarried (never before married),4-7,11% - 20%,Male,Formally Employed,Private Sector,Post-Graduate,Ashanti,Sanitation & Public Health,"GH¢5,000 - GH¢7,499",Ghana-Based,On-site working,Zero months,"GH¢10,000 or less",No,No,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢10,000 or less"
2023-06-08T12:30:25Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,NA,Male,Formally Employed,Private Sector,Post-Graduate,Central,"Construction, Archictecture, Real Estate & Civil Engineering","GH¢2,500 - GH¢4,999",Ghana-Based,Hybrid of on-site & remote working,4 - 7 months,"GH¢10,001 - GH¢29,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,001 - GH¢29,999"
2023-06-08T12:30:54Z,Ghanaian,26 - 35,Unmarried (never before married),None,5% or less,Male,Formally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢7,500 - GH¢9,999",Ghana-Based,On-site working,More than 12 months,"GH¢50,000 - GH¢99,999",No,Yes,GESS 1,NA,NA,"GH¢5,000 - GH¢9,999","GH¢50,000 - GH¢99,999"
2023-06-08T12:32:45Z,Ghanaian,26 - 35,Unmarried (never before married),1-3,11% - 20%,Male,Informally Employed,Private Sector,Graduate,Greater Accra,"Mining, Oil & Gas, Energy","GH¢15,000 - GH¢19,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,001 - GH¢29,999",No,Yes,GESS 1,NA,NA,"GH¢10,000 - GH¢19,999","GH¢10,001 - GH¢29,999"
2023-06-08T12:32:47Z,Ghanaian,26 - 35,Unmarried (never before married),None,6-10%,Female,Formally Employed,Private Sector,Graduate,Greater Accra,"Financial Services, Management Consulting, Audit & Assurance","GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,1 - 3 months,"GH¢10,000 or less",No,Yes,GESS 1,NA,NA,"Less than GH¢5,000","GH¢10,000 or less"
2023-06-08T12:33:28Z,Ghanaian,26 - 35,Unmarried (never before married),None,41% - 50%,Male,Formally Employed,Public Sector,Graduate,Greater Accra,Government & Politics,"GH¢2,500 - GH¢4,999",Ghana-Based,On-site working,More than 12 months,"GH¢30,000 - GH¢49,999",No,No,GESS 1,NA,NA,"Less than GH¢5,000","GH¢30,000 - GH¢49,999"
